"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 10 12:44:53 GMT 2025","Mon Mar 10 12:44:53 GMT 2025","408","PFLB Poligon SmokeTests","Tests","tests.uiTests.LoginTest","tests.uiTests.LoginTest","incorrectPasswordAndEmail","incorrectPasswordAndEmail",""
"passed","Mon Mar 10 12:48:56 GMT 2025","Mon Mar 10 12:49:01 GMT 2025","4439","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewCarTest","tests.uiTests.CreateNewCarTest","createNewCarWithValidData","Тест создания автомобиля с валидными данными","Тест создания автомобиля с валидными данными"
"passed","Mon Mar 10 12:47:43 GMT 2025","Mon Mar 10 12:47:57 GMT 2025","14669","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","checkNotCreatedUserTest","Проверка отсутствия создания пользователя с Некорректными данными","Проверка отсутствия создания пользователя с Некорректными данными"
"passed","Mon Mar 10 12:44:50 GMT 2025","Mon Mar 10 12:44:50 GMT 2025","355","PFLB Poligon SmokeTests","Tests","tests.uiTests.LoginTest","tests.uiTests.LoginTest","incorrectPassword","incorrectPassword",""
"passed","Mon Mar 10 12:57:34 GMT 2025","Mon Mar 10 12:57:38 GMT 2025","4103","PFLB Poligon SmokeTests","Tests","tests.apiTests.UserApiTest","tests.apiTests.UserApiTest","workFlowTest","workFlowTest","Создание, чтение, изменение, удаление пользователя"
"passed","Mon Mar 10 12:47:24 GMT 2025","Mon Mar 10 12:47:39 GMT 2025","14670","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","checkNotCreatedUserTest","Проверка отсутствия создания пользователя с Некорректными данными","Проверка отсутствия создания пользователя с Некорректными данными"
"passed","Mon Mar 10 12:51:22 GMT 2025","Mon Mar 10 12:51:26 GMT 2025","4539","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","createNewHouse","Проверка создания дома со всеми заполненными полями","Проверка создания дома со всеми заполненными полями"
"passed","Mon Mar 10 12:48:29 GMT 2025","Mon Mar 10 12:48:33 GMT 2025","4318","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","deleteNonExistUserTest","Проверка удаления пользователя с Некорректным ID","Проверка удаления пользователя с Некорректным ID"
"passed","Mon Mar 10 12:46:29 GMT 2025","Mon Mar 10 12:46:44 GMT 2025","14637","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","checkNotCreatedUserTest","Проверка отсутствия создания пользователя с Некорректными данными","Проверка отсутствия создания пользователя с Некорректными данными"
"passed","Mon Mar 10 12:45:23 GMT 2025","Mon Mar 10 12:45:30 GMT 2025","6587","PFLB Poligon SmokeTests","Tests","tests.uiTests.CheckInCheckOutTest","tests.uiTests.CheckInCheckOutTest","incorrectSettleHouseTest","incorrectSettleHouseTest",""
