"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 13 21:22:01 GMT 2025","Thu Mar 13 21:22:02 GMT 2025","440","PFLB Poligon SmokeTests","Tests","tests.apiTests.AuthorizationApiTest","tests.apiTests.AuthorizationApiTest","getAccessToken2","getAccessToken2",""
"passed","Thu Mar 13 21:16:03 GMT 2025","Thu Mar 13 21:16:07 GMT 2025","4530","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","createNewHouse","Проверка создания дома со всеми заполненными полями","Проверка создания дома со всеми заполненными полями"
"passed","Thu Mar 13 21:13:05 GMT 2025","Thu Mar 13 21:13:10 GMT 2025","4502","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","createUserTest","Проверка создания пользователя с корректными данными","Проверка создания пользователя с корректными данными"
"passed","Thu Mar 13 21:11:21 GMT 2025","Thu Mar 13 21:11:36 GMT 2025","14672","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","checkNotCreatedUserTest","Проверка отсутствия создания пользователя с Некорректными данными","Проверка отсутствия создания пользователя с Некорректными данными"
"passed","Thu Mar 13 21:21:58 GMT 2025","Thu Mar 13 21:21:59 GMT 2025","663","PFLB Poligon SmokeTests","Tests","tests.uiTests.GetCarsListFromUserTest","tests.uiTests.GetCarsListFromUserTest","getCarsList","Проверка списка машин по id юзера","Проверка списка машин по id юзера"
"passed","Thu Mar 13 21:09:53 GMT 2025","Thu Mar 13 21:10:00 GMT 2025","6496","PFLB Poligon SmokeTests","Tests","tests.uiTests.CheckInCheckOutTest","tests.uiTests.CheckInCheckOutTest","settleUser","settleUser",""
"passed","Thu Mar 13 21:12:33 GMT 2025","Thu Mar 13 21:12:48 GMT 2025","14681","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","checkNotCreatedUserTest","Проверка отсутствия создания пользователя с Некорректными данными","Проверка отсутствия создания пользователя с Некорректными данными"
"passed","Thu Mar 13 21:17:58 GMT 2025","Thu Mar 13 21:18:02 GMT 2025","4460","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","createNewHouseNoParking","Проверка создания дома без паркинга","Проверка создания дома без паркинга"
"passed","Thu Mar 13 21:10:27 GMT 2025","Thu Mar 13 21:10:34 GMT 2025","6362","PFLB Poligon SmokeTests","Tests","tests.uiTests.CheckInCheckOutTest","tests.uiTests.CheckInCheckOutTest","incorrectEvictUserTest","incorrectEvictUserTest",""
"passed","Thu Mar 13 21:18:10 GMT 2025","Thu Mar 13 21:18:20 GMT 2025","9328","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","deleteHouseTest","Проверка удаления дома с корректным ID","Проверка удаления дома с корректным ID"
"passed","Thu Mar 13 21:17:40 GMT 2025","Thu Mar 13 21:17:55 GMT 2025","14657","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","createNewHouseNegative","Проверка отказа создания дома с невалидными данными","Проверка отказа создания дома с невалидными данными"
"passed","Thu Mar 13 21:10:10 GMT 2025","Thu Mar 13 21:10:17 GMT 2025","6369","PFLB Poligon SmokeTests","Tests","tests.uiTests.CheckInCheckOutTest","tests.uiTests.CheckInCheckOutTest","incorrectSettleUserTest","incorrectSettleUserTest",""
"passed","Thu Mar 13 21:09:34 GMT 2025","Thu Mar 13 21:09:36 GMT 2025","1440","PFLB Poligon SmokeTests","Tests","tests.uiTests.LoginTest","tests.uiTests.LoginTest","correctLogin","correctLogin",""
"passed","Thu Mar 13 21:17:04 GMT 2025","Thu Mar 13 21:17:19 GMT 2025","14615","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","createNewHouseNegative","Проверка отказа создания дома с невалидными данными","Проверка отказа создания дома с невалидными данными"
"passed","Thu Mar 13 21:18:27 GMT 2025","Thu Mar 13 21:18:39 GMT 2025","11846","PFLB Poligon SmokeTests","Tests","tests.uiTests.SellAndBuyCarTest","tests.uiTests.SellAndBuyCarTest","buyCarTest","Проверка покупки машины","Проверка покупки машины"
"passed","Thu Mar 13 21:22:19 GMT 2025","Thu Mar 13 21:22:22 GMT 2025","3426","PFLB Poligon SmokeTests","Tests","tests.apiTests.CarApiTest","tests.apiTests.CarApiTest","CarCRUDTest","CarCRUDTest","Создание, чтение, изменение, удаление автомобиля"
"passed","Thu Mar 13 21:09:45 GMT 2025","Thu Mar 13 21:09:46 GMT 2025","359","PFLB Poligon SmokeTests","Tests","tests.uiTests.LoginTest","tests.uiTests.LoginTest","incorrectLogin","incorrectLogin",""
"passed","Thu Mar 13 21:09:40 GMT 2025","Thu Mar 13 21:09:41 GMT 2025","723","PFLB Poligon SmokeTests","Tests","tests.uiTests.LoginTest","tests.uiTests.LoginTest","fieldPasswordWrongLogin","fieldPasswordWrongLogin",""
"passed","Thu Mar 13 21:16:15 GMT 2025","Thu Mar 13 21:16:20 GMT 2025","4945","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","createNewHouseFractionalNumberOfFloors","Проверка создания дома с дробным количеством этажей - округление этажности до целого в меньшую сторону","Проверка создания дома с дробным количеством этажей - округление до целого в меньшую сторону"
"passed","Thu Mar 13 21:21:59 GMT 2025","Thu Mar 13 21:22:01 GMT 2025","2500","PFLB Poligon SmokeTests","Tests","tests.apiTests.AuthorizationApiTest","tests.apiTests.AuthorizationApiTest","getAccessToken","getAccessToken",""
"passed","Thu Mar 13 21:22:13 GMT 2025","Thu Mar 13 21:22:15 GMT 2025","2079","PFLB Poligon SmokeTests","Tests","tests.apiTests.HouseApiTest","tests.apiTests.HouseApiTest","deleteHouse","deleteHouse","Проверка удаления нового дома с корректными параметрами"
"passed","Thu Mar 13 21:10:19 GMT 2025","Thu Mar 13 21:10:25 GMT 2025","6343","PFLB Poligon SmokeTests","Tests","tests.uiTests.CheckInCheckOutTest","tests.uiTests.CheckInCheckOutTest","incorrectSettleHouseTest","incorrectSettleHouseTest",""
"passed","Thu Mar 13 21:14:56 GMT 2025","Thu Mar 13 21:15:11 GMT 2025","14560","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewCarTest","tests.uiTests.CreateNewCarTest","createNewCarWithEmptyMarkField","Тест создания автомобиля с пустым полем Mark","Тест создания автомобиля с пустым полем Mark"
"passed","Thu Mar 13 21:11:39 GMT 2025","Thu Mar 13 21:11:54 GMT 2025","14666","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","checkNotCreatedUserTest","Проверка отсутствия создания пользователя с Некорректными данными","Проверка отсутствия создания пользователя с Некорректными данными"
"passed","Thu Mar 13 21:22:11 GMT 2025","Thu Mar 13 21:22:11 GMT 2025","697","PFLB Poligon SmokeTests","Tests","tests.apiTests.UserInfoApiTest","tests.apiTests.UserInfoApiTest","getUserInfoTest","Проверка информации по ID пользователя","Проверка информации по ID пользователя"
"passed","Thu Mar 13 21:15:14 GMT 2025","Thu Mar 13 21:15:29 GMT 2025","14560","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewCarTest","tests.uiTests.CreateNewCarTest","createNewCarWithEmptyModelField","Тест создания автомобиля с пустым полем Model","Тест создания автомобиля с пустым полем Model"
"passed","Thu Mar 13 21:15:50 GMT 2025","Thu Mar 13 21:15:55 GMT 2025","5024","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","checkHouseById","Проверка получения данных о доме по ID","Проверка получения данных о доме по ID"
