"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 04 11:34:00 GMT 2025","Tue Mar 04 11:34:06 GMT 2025","6324","PFLB Poligon SmokeTests","Tests","tests.uiTests.CheckInCheckOutTest","tests.uiTests.CheckInCheckOutTest","incorrectEvictHouseTest","incorrectEvictHouseTest",""
"passed","Tue Mar 04 11:37:07 GMT 2025","Tue Mar 04 11:37:11 GMT 2025","4409","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewCarTest","tests.uiTests.CreateNewCarTest","createNewCarWithValidData","Тест создания автомобиля с валидными данными","Тест создания автомобиля с валидными данными"
"passed","Tue Mar 04 11:33:43 GMT 2025","Tue Mar 04 11:33:49 GMT 2025","6330","PFLB Poligon SmokeTests","Tests","tests.uiTests.CheckInCheckOutTest","tests.uiTests.CheckInCheckOutTest","incorrectSettleHouseTest","incorrectSettleHouseTest",""
"passed","Tue Mar 04 11:37:19 GMT 2025","Tue Mar 04 11:37:23 GMT 2025","4288","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewCarTest","tests.uiTests.CreateNewCarTest","deleteNewCarWithNotValidData","Тест удаления не существующего автомобиля","Тест удаления не существующего автомобиля"
"passed","Tue Mar 04 11:45:40 GMT 2025","Tue Mar 04 11:45:42 GMT 2025","2095","PFLB Poligon SmokeTests","Tests","tests.apiTests.HouseApiTest","tests.apiTests.HouseApiTest","createHouse","createHouse","Проверка создания нового дома с корректными параметрами"
"passed","Tue Mar 04 11:33:51 GMT 2025","Tue Mar 04 11:33:58 GMT 2025","6331","PFLB Poligon SmokeTests","Tests","tests.uiTests.CheckInCheckOutTest","tests.uiTests.CheckInCheckOutTest","incorrectEvictUserTest","incorrectEvictUserTest",""
"passed","Tue Mar 04 11:40:12 GMT 2025","Tue Mar 04 11:40:27 GMT 2025","14653","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","createNewHouseNegative","Проверка отказа создания дома с невалидными данными","Проверка отказа создания дома с невалидными данными"
"passed","Tue Mar 04 11:41:24 GMT 2025","Tue Mar 04 11:41:29 GMT 2025","4420","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","createNewHouseNoParking","Проверка создания дома без паркинга","Проверка создания дома без паркинга"
"passed","Tue Mar 04 11:33:12 GMT 2025","Tue Mar 04 11:33:12 GMT 2025","340","PFLB Poligon SmokeTests","Tests","tests.uiTests.LoginTest","tests.uiTests.LoginTest","incorrectPassword","incorrectPassword",""
"passed","Tue Mar 04 11:45:47 GMT 2025","Tue Mar 04 11:45:51 GMT 2025","3450","PFLB Poligon SmokeTests","Tests","tests.apiTests.CarApiTest","tests.apiTests.CarApiTest","CarCRUDTest","CarCRUDTest","Создание, чтение, изменение, удаление автомобиля"
"passed","Tue Mar 04 11:45:52 GMT 2025","Tue Mar 04 11:45:53 GMT 2025","1363","PFLB Poligon SmokeTests","Tests","tests.apiTests.CarApiTest","tests.apiTests.CarApiTest","getCarTest","Проверка получения атрибутов по ID автомобиля","Проверка получения атрибутов по ID автомобиля"
"passed","Tue Mar 04 11:45:18 GMT 2025","Tue Mar 04 11:45:18 GMT 2025","223","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreditTest","tests.uiTests.CreditTest","testEnteringIncorrectAmount","Ввод корректного id и отрицательной суммы.",""
"passed","Tue Mar 04 11:42:39 GMT 2025","Tue Mar 04 11:42:39 GMT 2025","217","PFLB Poligon SmokeTests","Tests","tests.uiTests.PlusMoneyTest","tests.uiTests.PlusMoneyTest","testEnteringIncorrectAmount","Ввод корректного id и отрицательной суммы.",""
"passed","Tue Mar 04 11:33:15 GMT 2025","Tue Mar 04 11:33:15 GMT 2025","385","PFLB Poligon SmokeTests","Tests","tests.uiTests.LoginTest","tests.uiTests.LoginTest","incorrectPasswordAndEmail","incorrectPasswordAndEmail",""
"passed","Tue Mar 04 11:45:26 GMT 2025","Tue Mar 04 11:45:29 GMT 2025","2407","PFLB Poligon SmokeTests","Tests","tests.apiTests.AuthorizationApiTest","tests.apiTests.AuthorizationApiTest","getAccessToken","getAccessToken",""
"passed","Tue Mar 04 11:45:44 GMT 2025","Tue Mar 04 11:45:47 GMT 2025","2805","PFLB Poligon SmokeTests","Tests","tests.apiTests.HouseApiTest","tests.apiTests.HouseApiTest","updateHouse","updateHouse","Проверка изменения параметров дома"
"passed","Tue Mar 04 11:46:01 GMT 2025","Tue Mar 04 11:46:03 GMT 2025","1177","PFLB Poligon SmokeTests","Tests","tests.dbTests.CarDbTest","tests.dbTests.CarDbTest","checkUserDBTest","Проверка информации по Car в БД","Проверка информации по Car в БД"
"passed","Tue Mar 04 11:33:17 GMT 2025","Tue Mar 04 11:33:24 GMT 2025","6432","PFLB Poligon SmokeTests","Tests","tests.uiTests.CheckInCheckOutTest","tests.uiTests.CheckInCheckOutTest","settleUser","settleUser",""
"passed","Tue Mar 04 11:33:34 GMT 2025","Tue Mar 04 11:33:41 GMT 2025","6363","PFLB Poligon SmokeTests","Tests","tests.uiTests.CheckInCheckOutTest","tests.uiTests.CheckInCheckOutTest","incorrectSettleUserTest","incorrectSettleUserTest",""
"passed","Tue Mar 04 11:36:15 GMT 2025","Tue Mar 04 11:36:22 GMT 2025","6830","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","checkUserOnTableTest","Проверка отображения созданного пользователя в таблице Read all","Проверка отображения созданного пользователя в таблице Read all"
"passed","Tue Mar 04 11:33:07 GMT 2025","Tue Mar 04 11:33:07 GMT 2025","271","PFLB Poligon SmokeTests","Tests","tests.uiTests.LoginTest","tests.uiTests.LoginTest","fieldPasswordEmptyLogin","fieldPasswordEmptyLogin",""
"passed","Tue Mar 04 11:45:05 GMT 2025","Tue Mar 04 11:45:05 GMT 2025","700","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreditTest","tests.uiTests.CreditTest","testAddMoneyNonExistentUser","Ввод некорректного id и суммы.",""
