"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 07 12:42:33 GMT 2025","Fri Mar 07 12:42:39 GMT 2025","6370","PFLB Poligon SmokeTests","Tests","tests.uiTests.CheckInCheckOutTest","tests.uiTests.CheckInCheckOutTest","incorrectEvictUserTest","incorrectEvictUserTest",""
"passed","Fri Mar 07 12:46:08 GMT 2025","Fri Mar 07 12:46:19 GMT 2025","10741","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewCarTest","tests.uiTests.CreateNewCarTest","deleteNewCarWithValidData","Тест удаления созданного автомобиля","Тест удаления созданного автомобиля"
"passed","Fri Mar 07 12:42:08 GMT 2025","Fri Mar 07 12:42:14 GMT 2025","6412","PFLB Poligon SmokeTests","Tests","tests.uiTests.CheckInCheckOutTest","tests.uiTests.CheckInCheckOutTest","evictUser","evictUser",""
"passed","Fri Mar 07 12:53:59 GMT 2025","Fri Mar 07 12:54:01 GMT 2025","2365","PFLB Poligon SmokeTests","Tests","tests.apiTests.AuthorizationApiTest","tests.apiTests.AuthorizationApiTest","getAccessToken","getAccessToken",""
"passed","Fri Mar 07 12:45:11 GMT 2025","Fri Mar 07 12:45:16 GMT 2025","4537","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","createUserTest","Проверка создания пользователя с корректными данными","Проверка создания пользователя с корректными данными"
"passed","Fri Mar 07 12:53:58 GMT 2025","Fri Mar 07 12:53:59 GMT 2025","1022","PFLB Poligon SmokeTests","Tests","tests.uiTests.GetCarsListFromUserTest","tests.uiTests.GetCarsListFromUserTest","getCarsList","Проверка списка машин по id юзера","Проверка списка машин по id юзера"
"passed","Fri Mar 07 12:44:02 GMT 2025","Fri Mar 07 12:44:16 GMT 2025","14667","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","checkNotCreatedUserTest","Проверка отсутствия создания пользователя с Некорректными данными","Проверка отсутствия создания пользователя с Некорректными данными"
"passed","Fri Mar 07 12:47:19 GMT 2025","Fri Mar 07 12:47:33 GMT 2025","14570","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewCarTest","tests.uiTests.CreateNewCarTest","createNewCarWithEmptyModelField","Тест создания автомобиля с пустым полем Model","Тест создания автомобиля с пустым полем Model"
"passed","Fri Mar 07 12:42:25 GMT 2025","Fri Mar 07 12:42:31 GMT 2025","6359","PFLB Poligon SmokeTests","Tests","tests.uiTests.CheckInCheckOutTest","tests.uiTests.CheckInCheckOutTest","incorrectSettleHouseTest","incorrectSettleHouseTest",""
"passed","Fri Mar 07 12:42:51 GMT 2025","Fri Mar 07 12:43:05 GMT 2025","14717","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","checkNotCreatedUserTest","Проверка отсутствия создания пользователя с Некорректными данными","Проверка отсутствия создания пользователя с Некорректными данными"
"passed","Fri Mar 07 12:43:26 GMT 2025","Fri Mar 07 12:43:41 GMT 2025","14691","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","checkNotCreatedUserTest","Проверка отсутствия создания пользователя с Некорректными данными","Проверка отсутствия создания пользователя с Некорректными данными"
"passed","Fri Mar 07 12:41:50 GMT 2025","Fri Mar 07 12:41:51 GMT 2025","308","PFLB Poligon SmokeTests","Tests","tests.uiTests.LoginTest","tests.uiTests.LoginTest","fieldPasswordEmptyLogin","fieldPasswordEmptyLogin",""
"passed","Fri Mar 07 12:44:55 GMT 2025","Fri Mar 07 12:45:02 GMT 2025","6824","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","checkUserOnTableTest","Проверка отображения созданного пользователя в таблице Read all","Проверка отображения созданного пользователя в таблице Read all"
"passed","Fri Mar 07 12:50:12 GMT 2025","Fri Mar 07 12:50:21 GMT 2025","9298","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","deleteHouseTest","Проверка удаления дома с корректным ID","Проверка удаления дома с корректным ID"
"passed","Fri Mar 07 12:42:41 GMT 2025","Fri Mar 07 12:42:48 GMT 2025","6410","PFLB Poligon SmokeTests","Tests","tests.uiTests.CheckInCheckOutTest","tests.uiTests.CheckInCheckOutTest","incorrectEvictHouseTest","incorrectEvictHouseTest",""
"passed","Fri Mar 07 12:54:09 GMT 2025","Fri Mar 07 12:54:10 GMT 2025","621","PFLB Poligon SmokeTests","Tests","tests.apiTests.UserInfoApiTest","tests.apiTests.UserInfoApiTest","getUserInfoTest","Проверка информации по ID пользователя","Проверка информации по ID пользователя"
"passed","Fri Mar 07 12:49:24 GMT 2025","Fri Mar 07 12:49:39 GMT 2025","14663","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","createNewHouseNegative","Проверка отказа создания дома с невалидными данными","Проверка отказа создания дома с невалидными данными"
"passed","Fri Mar 07 12:48:06 GMT 2025","Fri Mar 07 12:48:11 GMT 2025","4547","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","createNewHouse","Проверка создания дома со всеми заполненными полями","Проверка создания дома со всеми заполненными полями"
"passed","Fri Mar 07 12:54:14 GMT 2025","Fri Mar 07 12:54:16 GMT 2025","2490","PFLB Poligon SmokeTests","Tests","tests.apiTests.HouseApiTest","tests.apiTests.HouseApiTest","updateHouse","updateHouse","Проверка изменения параметров дома"
"passed","Fri Mar 07 12:54:02 GMT 2025","Fri Mar 07 12:54:04 GMT 2025","1317","PFLB Poligon SmokeTests","Tests","tests.apiTests.UserApiTest","tests.apiTests.UserApiTest","getUserTest","Проверка получения атрибутов по ID пользователя","Проверка получения атрибутов по ID пользователя"
"passed","Fri Mar 07 12:54:22 GMT 2025","Fri Mar 07 12:54:25 GMT 2025","2642","PFLB Poligon SmokeTests","Tests","tests.apiTests.GetCarsListFromUserApiTest","tests.apiTests.GetCarsListFromUserApiTest","getCarsListApiTest","Проверка, что API возвращает список машин","Сравнение списка машин пользователя"
"passed","Fri Mar 07 12:51:00 GMT 2025","Fri Mar 07 12:51:01 GMT 2025","707","PFLB Poligon SmokeTests","Tests","tests.uiTests.PlusMoneyTest","tests.uiTests.PlusMoneyTest","testAddMoneyNonExistentUser","Ввод некорректного id и суммы.",""
"passed","Fri Mar 07 12:51:13 GMT 2025","Fri Mar 07 12:51:13 GMT 2025","233","PFLB Poligon SmokeTests","Tests","tests.uiTests.PlusMoneyTest","tests.uiTests.PlusMoneyTest","testEnteringIncorrectAmount","Ввод корректного id и отрицательной суммы.",""
"passed","Fri Mar 07 12:54:04 GMT 2025","Fri Mar 07 12:54:07 GMT 2025","3077","PFLB Poligon SmokeTests","Tests","tests.apiTests.UserApiTest","tests.apiTests.UserApiTest","workFlowTest","workFlowTest","Создание, чтение, изменение, удаление пользователя"
"passed","Fri Mar 07 12:47:01 GMT 2025","Fri Mar 07 12:47:16 GMT 2025","14584","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewCarTest","tests.uiTests.CreateNewCarTest","createNewCarWithEmptyMarkField","Тест создания автомобиля с пустым полем Mark","Тест создания автомобиля с пустым полем Mark"
"passed","Fri Mar 07 12:54:17 GMT 2025","Fri Mar 07 12:54:20 GMT 2025","3031","PFLB Poligon SmokeTests","Tests","tests.apiTests.CarApiTest","tests.apiTests.CarApiTest","CarCRUDTest","CarCRUDTest","Создание, чтение, изменение, удаление автомобиля"
"passed","Fri Mar 07 12:50:28 GMT 2025","Fri Mar 07 12:50:40 GMT 2025","11807","PFLB Poligon SmokeTests","Tests","tests.uiTests.SellAndBuyCarTest","tests.uiTests.SellAndBuyCarTest","buyCarTest","Проверка покупки машины","Проверка покупки машины"
"passed","Fri Mar 07 12:47:36 GMT 2025","Fri Mar 07 12:47:51 GMT 2025","14588","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewCarTest","tests.uiTests.CreateNewCarTest","createNewCarWithEmptyPriceField","Тест создания автомобиля с пустым полем Price","Тест создания автомобиля с пустым полем Price"
"passed","Fri Mar 07 12:54:01 GMT 2025","Fri Mar 07 12:54:01 GMT 2025","383","PFLB Poligon SmokeTests","Tests","tests.apiTests.AuthorizationApiTest","tests.apiTests.AuthorizationApiTest","getAccessToken2","getAccessToken2",""
"passed","Fri Mar 07 12:48:31 GMT 2025","Fri Mar 07 12:48:46 GMT 2025","14691","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","createNewHouseNegative","Проверка отказа создания дома с невалидными данными","Проверка отказа создания дома с невалидными данными"
"passed","Fri Mar 07 12:41:57 GMT 2025","Fri Mar 07 12:41:58 GMT 2025","409","PFLB Poligon SmokeTests","Tests","tests.uiTests.LoginTest","tests.uiTests.LoginTest","incorrectPasswordAndEmail","incorrectPasswordAndEmail",""
"passed","Fri Mar 07 12:43:44 GMT 2025","Fri Mar 07 12:43:59 GMT 2025","14702","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","checkNotCreatedUserTest","Проверка отсутствия создания пользователя с Некорректными данными","Проверка отсутствия создания пользователя с Некорректными данными"
"passed","Fri Mar 07 12:41:48 GMT 2025","Fri Mar 07 12:41:48 GMT 2025","736","PFLB Poligon SmokeTests","Tests","tests.uiTests.LoginTest","tests.uiTests.LoginTest","fieldPasswordWrongLogin","fieldPasswordWrongLogin",""
"passed","Fri Mar 07 12:54:12 GMT 2025","Fri Mar 07 12:54:14 GMT 2025","1869","PFLB Poligon SmokeTests","Tests","tests.apiTests.HouseApiTest","tests.apiTests.HouseApiTest","deleteHouse","deleteHouse","Проверка удаления нового дома с корректными параметрами"
"passed","Fri Mar 07 12:49:42 GMT 2025","Fri Mar 07 12:49:57 GMT 2025","14639","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","createNewHouseNegative","Проверка отказа создания дома с невалидными данными","Проверка отказа создания дома с невалидными данными"
"passed","Fri Mar 07 12:41:55 GMT 2025","Fri Mar 07 12:41:55 GMT 2025","365","PFLB Poligon SmokeTests","Tests","tests.uiTests.LoginTest","tests.uiTests.LoginTest","incorrectPassword","incorrectPassword",""
"passed","Fri Mar 07 12:46:01 GMT 2025","Fri Mar 07 12:46:05 GMT 2025","4310","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewCarTest","tests.uiTests.CreateNewCarTest","deleteNewCarWithNotValidData","Тест удаления не существующего автомобиля","Тест удаления не существующего автомобиля"
"passed","Fri Mar 07 12:51:25 GMT 2025","Fri Mar 07 12:53:26 GMT 2025","120886","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreditTest","tests.uiTests.CreditTest","testLoanFailure","Ввод корректного id и суммы.",""
"passed","Fri Mar 07 12:44:37 GMT 2025","Fri Mar 07 12:44:52 GMT 2025","14711","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewUserTest","tests.uiTests.CreateNewUserTest","checkNotCreatedUserTest","Проверка отсутствия создания пользователя с Некорректными данными","Проверка отсутствия создания пользователя с Некорректными данными"
"passed","Fri Mar 07 12:50:00 GMT 2025","Fri Mar 07 12:50:04 GMT 2025","4448","PFLB Poligon SmokeTests","Tests","tests.uiTests.CreateNewHouseTest","tests.uiTests.CreateNewHouseTest","createNewHouseNoParking","Проверка создания дома без паркинга","Проверка создания дома без паркинга"
